id,text,preprocessed,sentiment
1435692504276508674,"@ManuelaDavila Faz sentido, eles negam a Pandemia, negam a vacina, devem negar tbem a importância do ministério da saúde.",faz sentido eles negam pandemia negam vacina devem negar tbem importância ministério saúde,0
1435692482625511427,"hoje, 1 ano e meio de pandemia depois, eu acertei pela primeira vez o tamanho da roupa numa compra online",hoje ano meio pandemia depois acertei pela primeira vez tamanho roupa numa compra online,1
1435692482185023493,justamente eu que não subo tag pra nada nem ninguém aqui dez da noite tuítando coração cheio da alegria que eles nos trouxeram nessa época de pandemia ainda não consigo me acostumar com esses textos sem vírgula nem ponto mas enfim   #sonkezsençalkapımı,justamente que não subo tag pra nada nem ninguém aqui dez noite tuítando coração cheio alegria que eles nos trouxeram nessa época pandemia ainda não consigo acostumar com esses textos sem vírgula nem ponto mas enfim,1
1435692468155072512,"Na real provavelmente vai ter só uma página e vai tá escrito tipo:

Haha pandemia goes BRRRRR https://t.co/mD1I7wp9xt",real provavelmente vai ter uma página vai escrito tipo haha pandemia goes brr,1
1435692463583375361,"@thiagocmoreno @ReclamaB @LaurinhaIronic Antes que eu esqueça  a fome, a miséria, o desemprego e as falências das empresas SÃO  SIM CULPA DO STF,  quando RETIROU os poderes do PR e os passou p/ governadores e prefeitos, na pandemia. E não diga que é  tripartite pois os governadores não aceitavam o que o PR falava.",antes que esqueça fome miséria desemprego falências das empresas são sim culpa stf quando retirou poderes passou governadores prefeitos pandemia não diga que tripartite pois governadores não aceitavam que falava,-3
1435692459078656004,jurava que não ia ter assunto pra falar com ele mas já estamos falando até sobre a pandemia kkkk,jurava que não ter assunto pra falar com ele mas estamos falando até sobre pandemia,-1
1435692362257342465,@lwrxssa viado aqui é febre de nike air parece pandemia. é nike air e old skool todo mundo tem,viado aqui febre nike air parece pandemia nike air old skool todo mundo tem,2
1435692357375217671,"@Kausanciao Mais uma vez fugiu da resposta. Defenda o seu presidente sem citar Lula e o PT.

Pois é. Enquanto você baseia seu voto em se ele me irrita ou nao, eu me preocupo com a democracia, com a vida durante a pandemia, com os direito LGBT e das mulheres.",mais uma vez fugiu resposta defenda seu presidente sem citar lula pois enquanto você baseia seu voto ele irrita nao preocupo com democracia com vida durante pandemia com direito lgbt das mulheres,-1
1435692326442184708,"@felipe_mgm É foda mesmo saber que pessoas chegam a esse ponto mesmo na situação atual. Antes da pandemia, eu me preocupava com a quantidade de gente que eu chamaria pro aniversário da minha filha. Agora tá facinho listar as pessoas pra quando for seguro fazer festa.",foda mesmo saber que pessoas chegam esse ponto mesmo situação atual antes pandemia preocupava com quantidade gente que chamaria pro aniversário minha filha agora facinho listar pessoas pra quando for seguro fazer festa,2
1435692322319179787,"Eita q a coisa ta feia.
Já estava ruim com a pandemia. Agora q quase todos já tomaram a 1° dose, só aumenta td. Combustível, gás de cozinha e alimentos da cesta básica, carnes.
Tá difícil sobreviver nesse país.
Onde políticos só pensam em si, e esquecem completamente do povo !",eita coisa feia estava ruim com pandemia agora quase todos tomaram dose aumenta combustível gás cozinha alimentos cesta básica carnes difícil sobreviver nesse país onde políticos pensam esquecem completamente povo,-2
1435692305210556416,desde o começo da pandemia fui o orgulho da OMS e agora to com o rabo coçando pra ir em um aglomero tendo aqueles carro com caixa de som e a baixaria rolando solta,desde começo pandemia fui orgulho oms agora com rabo coçando pra aglomero tendo aqueles carro com caixa som baixaria rolando solta,1
1435692261640183809,"@freedomson6 @RafaelBrazlate @helocruz Politica pesa, afinal, o presidente não consegue governar desde que a pandemia se instalou.",politica pesa afinal presidente não consegue governar desde que pandemia instalou,1
1435692245710217216,"@UOLNoticias Ficam se escondendo atrás de pandemia, não é claro com a nação, a pauta é a liberdade de expressão e outros mais.",ficam escondendo atrás pandemia não claro com nação pauta liberdade expressão outros mais,1
1435692235199336452,"Não sou de falar sobre problemas pessoais aqui, mas a gente ta passando por uma crise muito pesada aqui em casa, e com a pandemia esse problema só piorou. Minha mãe precisa urgentemente de uma nora !!! Peço que compartilhem essa mensagem para alcançar alguém que ajude ela 😰😰😰",não sou falar sobre problemas pessoais aqui mas gente passando por uma crise muito pesada aqui casa com pandemia esse problema piorou minha mãe precisa urgentemente uma nora peço que compartilhem essa mensagem para alcançar alguém que ajude ela,-3
1435692234523951106,@Luizoli1965 @UOLNoticias @UOL E o dinheiro repassado aos Estados no combate a pandemia?? Silêncio da OAB comunista?,dinheiro repassado aos estados combate pandemia silêncio oab comunista,0
1435692234351972354,@farfromsugarr amg o sofrimento por aqui minha cidade literalmente do lado da argentina mal acostumados com o contrabando né aí veio a pandemia e fecharam a fronteira não vejo um tatin na minha frente desde 2020 😔😔😔,amg sofrimento por aqui minha cidade literalmente lado argentina mal acostumados com contrabando veio pandemia fecharam fronteira não vejo tatin minha frente desde,-1
1435692232166756352,"Até a manhã desta quarta-feira (8), a CPI da Pandemia acumulava 377 requerimentos não apreciados.
https://t.co/WWePOXQnD7",até manhã desta quarta feira cpi pandemia acumulava requerimentos não apreciados,1
1435692227351695363,"@KimKataguiri @KimKataguiri  a volatidade da bolsa é normal e você sabe disso, no governo Bolsonaro a bolsa bateu recorde de altas históricas mesmo com uma pandemia no meio do caminho, essa queda não se compara nada ao Joesley Day do seu amado Temer.",volatidade bolsa normal você sabe disso governo bolsonaro bolsa bateu recorde altas históricas mesmo com uma pandemia meio caminho essa queda não compara nada joesley day seu amado temer,4
1435692212851970056,"@Donatozyx Eu já n sabia nada, dps da pandemia fiquei mais lesada ainda",sabia nada dps pandemia fiquei mais lesada ainda,0
1435692210075443206,O Flamengo agora é uma vergonha alheia por período do dia para o torcedor: pela manhã dando moral ao véi doido. De tarde nesse moeção de público nesse momento da pandemia.,flamengo agora uma vergonha alheia por período dia para torcedor pela manhã dando moral véi doido tarde nesse moeção público nesse momento pandemia,-4
1435692189347160067,estudar integral em pandemia = ficar o DIA TODO sem comer pq tem insegurança demais com a própria aparência pra tirar a máscara 👍🏻,estudar integral pandemia ficar dia todo sem comer tem insegurança demais com própria aparência pra tirar máscara,1
1435692131541299200,"@aIxandermcqueen eh muito bom!! 😩😩
morro de saudade,faz um tempão q eu n vou por causa da pandemia",muito bom morro saudade faz tempão vou por causa pandemia,1
1435692112339689478,"@Anagoucanale @nclpedrozo @JanainaDoBrasil Bolsonaro é sim culpado pela péssima gestão da pandemia, haja vista as declarações contra vacina, contra o distanciamento social etc",bolsonaro sim culpado pela péssima gestão pandemia haja vista declarações contra vacina contra distanciamento social etc,0
1435692101191311365,"@MaraMaravilha vc poderia mim ajudar De alguma forma a conseguir fralda,para o meu bebê e alimentos ,por favor mim ajude de alguma forma? tudo complicou com essa pandemia🙏😟",poderia mim ajudar alguma forma conseguir fralda para meu bebê alimentos por favor mim ajude alguma forma tudo complicou com essa pandemia,1
1435692070509948928,"@trixparix @caulabresa @obalela @trixparix por favor da uma atenção aqui 🙏🏼

Tô a 1 ano divulgando a campanha da minha mãe, ela tá acamada desde o início da pandemia devido a Osteoartrose,se vc puder ajudar com RT pra ajudar no engajamento te agradeço de ♥️

Deus abençoe  a todos🙏🏼🙌🏼
https://t.co/KoH1G149bM",por favor uma atenção aqui ano divulgando campanha minha mãe ela acamada desde início pandemia devido osteoartrose puder ajudar com pra ajudar engajamento agradeço deus abençoe todos,1
1435692052474470402,"@NancyOliver86 @bobclaye @mfmateus @Rconstantino O Presidente Bolsonaro acerta no centro do alvo quando afirma que as medidas adotadas por governadores e prefeitos durante a pandemia tinham como objetivo bagunçar a economia para derrubar o governo. A oposição, em conluio com a imprensa, boicota o País para derrubar Bolsonaro.",presidente bolsonaro acerta centro alvo quando afirma que medidas adotadas por governadores prefeitos durante pandemia tinham como objetivo bagunçar economia para derrubar governo oposição conluio com imprensa boicota país para derrubar bolsonaro,1
1435692001073242114,"Então o negócio é esse mesmo.

Centrão vai pular do barco. Congresso vai deixar Bolsonaro sangrando até 2022 para sofrer uma derrota acachapante.
E nós, pobres mortais, sofreremos até lá em meio pandemia.
Triste Brasil...",então negócio esse mesmo centrão vai pular barco congresso vai deixar bolsonaro sangrando até para sofrer uma derrota acachapante nós pobres mortais sofreremos até meio pandemia triste brasil,-5
1435691954659074050,"Pelo amor de Deus já não basta a pandemia!
Agora essa paralização 🤦🏻‍♀️
#ImpeachmentBolsonaroUrgente",pelo amor deus não basta pandemia agora essa paralização,0
1435691946534653956,"@betotjf @matheuszul @DutraMedeiross @Flaprejudicado @Euclides_crf Ah se o problema da pandemia fosse só andar sem máscara...
Não vai demorar muito pra ficar claro o quanto fomos feitos de idiota com essas máscaras de pano que não servem absolutamente pra nada.",problema pandemia fosse andar sem máscara não vai demorar muito pra ficar claro quanto fomos feitos idiota com essas máscaras pano que não servem absolutamente pra nada,2
1435691931112284169,"@fabio_winder Oi Fábio. Vimos aqui que a última vez que vc pediu foi dia 1 de agosto. O prazo é de 2 a 4 semanas, mas por conta da pandemia pode levar um pouco mais. Os criadores de conteúdo podem pedir o PIN substituto até 4 vezes, dá uma olhada: https://t.co/5XRMDGSAXM. Até mais.",fábio vimos aqui que última vez que pediu foi dia agosto prazo semanas mas por conta pandemia pode levar pouco mais criadores conteúdo podem pedir pin substituto até vezes uma olhada até mais,0
1435691926834106369,"@RafaelBrazlate @INSIDIOUS_OK @helocruz Todos esses países ainda têm contas publicas mais equilibradas que o Brasil desde antes do governo.

De toda forma vamos analisar outros pontos, o que gerou essa grande inflação? Aumento de gastos com a pandemia... não? O que sugere?",todos esses países ainda têm contas publicas mais equilibradas que brasil desde antes governo toda forma vamos analisar outros pontos que gerou essa grande inflação aumento gastos com pandemia não que sugere,1
1435691907787722756,"@Audreydias77 @Marines51932025 @LzaroMolina6 @AnaPaulaVolei Não querida, n estou falando de ódio, longe de mim, falo sobre RESPONSABILIDADE! Bolsonaro aglomerou,desdenhou do vírus, da doença, da vacina,saiu sem máscara, isso ele sendo chefe da nação, acredito q essa n foi a melhor maneira de conduzir a pandemia, concorda?",não querida estou falando ódio longe mim falo sobre responsabilidade bolsonaro aglomerou desdenhou vírus doença vacina saiu sem máscara isso ele sendo chefe nação acredito essa foi melhor maneira conduzir pandemia concorda,3
1435691875315458051,@jrsestaca @lopezobrador_ @HLGatell @Alex_Correa2 pesimo manejo de pandemia ñ…,pesimo manejo pandemia,0
1435691869154037761,"@jairbolsonaro É isso mesmo! É preciso que se enfrente os reais problemas do Brasil como a fome, crise hídrica,  pandemia, inflação etc, ao invés de criar narrativas ilusórias e brincar de ser presidente",isso mesmo preciso que enfrente reais problemas brasil como fome crise hídrica pandemia inflação etc invés criar narrativas ilusórias brincar ser presidente,1
1435691826044936194,"@jairbolsonaro É preciso que se enfrente os reais problemas do Brasil como a fome, crise hídrica,  pandemia, inflação etc, ao invés de criar narrativas ilusórias e brincar de ser presidente",preciso que enfrente reais problemas brasil como fome crise hídrica pandemia inflação etc invés criar narrativas ilusórias brincar ser presidente,1
1435691813340340234,"@OGusTavito É tão bom, né? Tem um restaurante aqui em Campinas que adoro. Na pandemia, numa retirada, a dona também começou a falar de Lula e PT pra mim… a gente se sente acolhido rs. É muito gostoso",tão bom tem restaurante aqui campinas que adoro pandemia numa retirada dona também começou falar lula pra mim gente sente acolhido muito gostoso,2
1435691792104665090,"@ofuness mesmo assim se a pandemia ainda não acabou a úncia coisa possível que você pode fazer é evitar de sair pra lugares onde possivelmente vai ter gente desrespeitando, o governo tá nem aí pra população acho que você só tem que ter bom senso e saber que isso ainda não acabou",mesmo assim pandemia ainda não acabou úncia coisa possível que você pode fazer evitar sair pra lugares onde possivelmente vai ter gente desrespeitando governo nem pra população acho que você tem que ter bom senso saber que isso ainda não acabou,-1
1435691768910077957,Vacinada finalmente sem mais impecilhos pra eu me forma logo em enfermagem essa pandemia ja causou muita desgraça.,vacinada finalmente sem mais impecilhos pra forma logo enfermagem essa pandemia causou muita desgraça,0
1435691745719824387,"@renatacorrea Vixe, teve uma época q eu descobri este canal e gastei um tempinho vendo essa mina trocar ideia com o povo nas ruas de NYC, até no auge da pandemia o povo se montava lá... https://t.co/tbhj9rgt4q",vixe teve uma época descobri este canal gastei tempinho vendo essa mina trocar ideia com povo nas ruas nyc até auge pandemia povo montava,0
1435691731215912961,"@Xiiibiu Sei Pandemia não influenciou em nada disso né! O cara quer falar de rachadinha aí ai. A lista é grande de políticos que praticaram rachadinha, se eles cometeram tô nem aí pau neles. Desemprego já tinha 14 milhões fora os informais que apareceram na pandemia.",sei pandemia não influenciou nada disso cara quer falar rachadinha lista grande políticos que praticaram rachadinha eles cometeram nem pau neles desemprego tinha milhões fora informais que apareceram pandemia,-2
1435691720344326144,"crl queria tanto ta trabalhando, odeio pandemia vtnc",crl queria tanto trabalhando odeio pandemia vtnc,0
1435691718968594433,"...que o presidente inventou e que o povo nas ruas quer combater E QUE O STF ESTÁ CAUSANDO QUANDO NÃO DEIXA O P.R. COMBATER: INFLAÇÃO, PREÇOS, GASOLINA, PANDEMIA, SAÚDE, SEGURANÇA PÚBLICA!
#PingosNosIs @cristinagraeml",que presidente inventou que povo nas ruas quer combater que stf está causando quando não deixa combater inflação preços gasolina pandemia saúde segurança pública,-2
1435691684143239173,"@MidiaNINJA É isso mesmo! É preciso que se enfrente os reais problemas do Brasil como a fome, crise hídrica,  pandemia, inflação etc, ao invés de criar narrativas ilusórias e brincar de ser presidente  #ForaBolsonaro",isso mesmo preciso que enfrente reais problemas brasil como fome crise hídrica pandemia inflação etc invés criar narrativas ilusórias brincar ser presidente,1
1435691677860171778,"@acamilacrf @Daniel_23_alves Igualzinho, comparar a volta do público em uma pandemia com os abusos da CBF. Ou seja, nunca foi pela ciência. Em tempo, no Rio de Janeiro a taxa de ocupação dos leitos ainda está elevada.",igualzinho comparar volta público uma pandemia com abusos cbf seja nunca foi pela ciência tempo rio janeiro taxa ocupação dos leitos ainda está elevada,-1
1435691654980243458,"@fcblucxs @RaiqueTavares2 a questão não é a pandemia acabar ou não, lucas… a questão é todas as autoridades de todas as cidades liberarem pra que todos possam ter, juntos, e de maneira igual 

não faz sentido citarem o jogo contra o river igual tão citando pq era outra competição, e não tinha acordo lá",questão não pandemia acabar não lucas questão todas autoridades todas cidades liberarem pra que todos possam ter juntos maneira igual não faz sentido citarem jogo contra river igual tão citando era outra competição não tinha acordo,0
1435691643588464640,meu deus agora tão falando que absorvente da cólica gente pelo amor de deus oq a pandemia fez com o cérebro de vocês,meu deus agora tão falando que absorvente cólica gente pelo amor deus pandemia fez com cérebro vocês,1
1435691634612703236,"@jeancabral77 @effortears @rigergato @brendasafra HAHAHAHAHAHAHAAHAH 
Eu e minha família tomamos suco de goiaba todos os dias durante a pandemia e não pegamos o vírus, seria o suco de goiaba a cura da covid? 
Pega essa notícia aqui: 
https://t.co/hC6MVIpRRL",hahahahahahahaahah minha família tomamos suco goiaba todos dias durante pandemia não pegamos vírus seria suco goiaba cura covid pega essa notícia aqui,0
1435691622730194951,"odiei experienciar uma pandemia

espero não passar por isso de novo",odiei experienciar uma pandemia espero não passar por isso novo,2
1435691618598801416,"Não sou de falar sobre problemas pessoais aqui, mas a gente ta passando por uma crise muito pesada aqui em casa, e com a pandemia esse problema só piorou. Minha mãe precisa urgentemente de uma nora !!! Peço que compartilhem essa mensagem para alcançar alguém que ajude ela 😰😰😰",não sou falar sobre problemas pessoais aqui mas gente passando por uma crise muito pesada aqui casa com pandemia esse problema piorou minha mãe precisa urgentemente uma nora peço que compartilhem essa mensagem para alcançar alguém que ajude ela,-3
1435691598147424256,cara acho manifestação uma parada ok MAS PORRA ESTAMOS NUMA PANDEMIA CARALHO,cara acho manifestação uma parada mas porra estamos numa pandemia caralho,-4
1435691593370112000,"@Estadao @fausto_macedo É isso mesmo! É preciso que se enfrente os reais problemas do Brasil como a fome, crise hídrica,  pandemia, inflação etc, ao invés de criar narrativas ilusórias e brincar de ser presidente",isso mesmo preciso que enfrente reais problemas brasil como fome crise hídrica pandemia inflação etc invés criar narrativas ilusórias brincar ser presidente,1
1435691586269102081,Pensando na primeira pd party pós pandemia (se não tiver eu choro),pensando primeira party pós pandemia não tiver choro,-1
1435691577624649731,"@vitordomilgrau @torturra Esse povo deveria passar um tempo na Venezuela ou em Cuba para sentir a realidade do que ditador em um  país socialista. Não é isso que quero para meus filhos. Tem gente que parece que gostou de ser roubado. Se o país está desse jeito, graças a pandemia e aos governadores.",esse povo deveria passar tempo venezuela cuba para sentir realidade que ditador país socialista não isso que quero para meus filhos tem gente que parece que gostou ser roubado país está desse jeito graças pandemia aos governadores,-2
1435691567327678468,Honestamente: impeachment melhoraria o mercado? Reduziria os absurdos de corrupção ? Acalmaria a postura ditadora do STF? Reduziria inflação? Melhoraria o Real perante o dólar? Acalmaria a pandemia?,honestamente impeachment melhoraria mercado reduziria absurdos corrupção acalmaria postura ditadora stf reduziria inflação melhoraria real perante dólar acalmaria pandemia,-1
1435691554413453315,"A pandemia ""desapareceu"" no Brasil.",pandemia desapareceu brasil,0
1435691551473217537,Última vez q falaram isso deu a pandemia em jkkjjjj https://t.co/Rtqew85O66,última vez falaram isso deu pandemia jkkjj,0
1435691542564515846,@IrlanSimoes o Tostes disse (recentemente até) que o orçamento começa a ser feito no meio do ano e que eles estavam contando com a queda de casos da época para que a pandemia acabasse no começo de 2021,tostes disse recentemente até que orçamento começa ser feito meio ano que eles estavam contando com queda casos época para que pandemia acabasse começo,2
1435691532556906499,@JoaoPedroGome2 E desde muito antes da pandemia que ainda eu não procuro um atendimento médico psicológico. E a vacinação daqui do Cabo tá bem atrasadérrima com 20 anos no mínimo. Eu mesmo já tomei a da gripe e até hoje eu tô aguardando. ;-;,desde muito antes pandemia que ainda não procuro atendimento médico psicológico vacinação daqui cabo bem atrasadérrima com anos mínimo mesmo tomei gripe até hoje aguardando,0
1435691529860001799,Empresa de ônibus tá adorando isso de não poder ligar o ar-condicionado por causa da pandemia e com certeza vai manter tudo assim… tarcisio pfv faça algo volta cpi dos ônibus volta,empresa ônibus adorando isso não poder ligar condicionado por causa pandemia com certeza vai manter tudo assim tarcisio pfv faça algo volta cpi dos ônibus volta,0
1435691528542953475,@ifvxmels completei esse ano e escolhi viagem mas não posso agora pela pandemia,completei esse ano escolhi viagem mas não posso agora pela pandemia,-1
1435691526919700480,"2 anos depois tô fazendo os mesmos planos que foram travados pela pandemia
Partiu mochilão da STB",anos depois fazendo mesmos planos que foram travados pela pandemia partiu mochilão stb,-1
1435691523270746125,Plena pandemia e desgraça de governo e a glr vomitando positividade tóxica aos 4 cantos,plena pandemia desgraça governo glr vomitando positividade tóxica aos cantos,1
1435691519042859013,"""Em nome das ministras e dos ministros desta Casa, conclamo os líderes do nosso país a que se dediquem aos problemas reais que assolam o nosso povo: a pandemia,... o desemprego,... a inflação,.. a crise hídrica, que se avizinha e que ameaça a nossa retomada econômica."" Fux",nome das ministras dos ministros desta casa conclamo líderes nosso país que dediquem aos problemas reais que assolam nosso povo pandemia desemprego inflação crise hídrica que avizinha que ameaça nossa retomada econômica fux,-1
1435691513443389442,Mais novo número da @DireitoePraxis com um dossiê importantíssimo sobre Jud. e Pandemia organizado por @Deisy_Ventura e @octavio_ferraz ! Tem que ler! 🤓🔥 https://t.co/d7Px2AmEqK,mais novo número com dossiê importantíssimo sobre jud pandemia organizado por tem que ler,2
1435691507579822082,@AScherer7 @uiliamz @JailtonSantin @gzhdigital @martasfredo Falar mal do bolsonaro é fácil mas falar que quase todos os governadores cometeram crimes com dinheiro público da pandemia vc não fala. Jogar a culpa no bolsonaro sendo que todos tentam derrubar ele por não deixar roubar aí vc não fala vc só vê o que quer e não a verdade.,falar mal bolsonaro fácil mas falar que quase todos governadores cometeram crimes com dinheiro público pandemia não fala jogar culpa bolsonaro sendo que todos tentam derrubar ele por não deixar roubar não fala que quer não verdade,-2
1435691490207010829,queria tanto ver shang chi logo mas não vou no cinema durante uma pandemia nem que pagassem pra mim,queria tanto ver shang chi logo mas não vou cinema durante uma pandemia nem que pagassem pra mim,0
1435691483638681603,fazendo um trabalho sobre a importância dos psicólogos na pandemia... amo amo e amo 🥰,fazendo trabalho sobre importância dos psicólogos pandemia amo amo amo,0
1435691480740515844,"@andrizek Do mesmo jeito que no início da pandemia, a população pode ficar em praias, bares, festas (clandestinas e de rua), e não pode trabalhar onde tmbm haveriam regras e vigilância.
Quando começa errado a propabolidade de acertar depois é bem pequena, não vê o flamidia querendo público",mesmo jeito que início pandemia população pode ficar praias bares festas clandestinas rua não pode trabalhar onde tmbm haveriam regras vigilância quando começa errado propabolidade acertar depois bem pequena não flamidia querendo público,-1
1435691453741678594,"Semana animada aqui... um monte de frustração de trabalho, faculdade e uma mudança (no caso a terceira mudança no meio da pandemia) pra fazer ihuuuuuuuuu",semana animada aqui monte frustração trabalho faculdade uma mudança caso terceira mudança meio pandemia pra fazer ihuu,1
1435691452772794372,"@sbrasiles @alexandrespinho @nikolas_dm Não tô nem aí se estão no mercado há anos, a questão é que o presidente incentivou boa parte da população a minimizar a pandemia e utilizar um remédio INEFICAZ. INEFICAZ. OU SEJA, NÃO SERVE. NÃO SERVE PARA COVID. Basicamente jogando a população pra morte. É compreensível?",não nem estão mercado anos questão que presidente incentivou boa parte população minimizar pandemia utilizar remédio ineficaz ineficaz seja não serve não serve para covid basicamente jogando população pra morte compreensível,-2
1435691432606633986,"@STF_oficial @STF_oficial, acabe com tudo isso! Destituam o Alexandre de Moraes e deixem de ser 1° instância de criminosos poderosos, como políticos e criminosos como André do Rap, parem de se entrometer em assuntos como operação policial em morros durante a pandemia.",acabe com tudo isso destituam alexandre moraes deixem ser instância criminosos poderosos como políticos criminosos como andré rap parem entrometer assuntos como operação policial morros durante pandemia,0
1435691401409351685,"@chicomagazine @essediafoilouco Me diz uma coisa:

Só teve pandemia no Brasil?",diz uma coisa teve pandemia brasil,0
1435691381159251973,"@pqpjulial Pra começo de conversa eu acho q não tinha nem que ter divido quarto no meio de uma pandemia, a não ser que sejam parentes sabe, porque aí são as mesmas pessoas pra visitar",pra começo conversa acho não tinha nem que ter divido quarto meio uma pandemia não ser que sejam parentes sabe porque são mesmas pessoas pra visitar,1
1435691320295706631,"@KimKataguiri Realmente Kim, as coisas encareceram, gás, gasolina, supermercado, energia,etc.
Só que vcs contam sempre ½ verdade.
Ainda estamos em pandemia, ou não, já acabou?
Alta de combustível e inflação acometeu o mundo inteiro assim como um PIB menor.
Ou só o Brasil está mal das pernas?",realmente kim coisas encareceram gás gasolina supermercado energia etc que vcs contam sempre verdade ainda estamos pandemia não acabou alta combustível inflação acometeu mundo inteiro assim como pib menor brasil está mal das pernas,3
1435691289253715978,"@vitorvulgonoel @chicogarciaa E tem mais, mexeu na Polícia federal para ajudar os filhos, foi um desastre quanto a Pandemia, fala muita merda e outros, NÃO SOU FANÁTICO E MUITO MENOS CEGO, só não aceito jornalismo HIPÓCRITA.",tem mais mexeu polícia federal para ajudar filhos foi desastre quanto pandemia fala muita merda outros não sou fanático muito menos cego não aceito jornalismo hipócrita,-3
1435691284300238848,"Estamos nos recuperando. Todo mundo está se sentindo melhor agora. A pandemia não acabou. Por favor, fiquem seguros. Eu vou ver vocês no ringue em breve"", disse ele.",estamos nos recuperando todo mundo está sentindo melhor agora pandemia não acabou por favor fiquem seguros vou ver vocês ringue breve disse ele,6
1435691270668759046,".quando ele exige que o stf cuide de seus ministros.
5- Conclama o congresso a agilizar o impeachment do P.R.
6- Pede que os políticos tratem dos problemas reais do País: Inflação, preços, gasolina, pandemia, etc; e não os problemas imaginários (...)
#PingosNosIs @cristinagraeml",quando ele exige que stf cuide seus ministros conclama congresso agilizar impeachment pede que políticos tratem dos problemas reais país inflação preços gasolina pandemia etc não problemas imaginários,-1
1435691259541270533,a pandemia me deixou com vontade de ir até ver circo,pandemia deixou com vontade até ver circo,1
1435691240247463936,@1CRFLAMENGO @wtfTcharlles @futebol_info @geglobo No início da pandemia fez sim,início pandemia fez sim,0
1435691237558861824,"@sasoriroman @evabarcelos @geglobo Quantas mortes?? Pelo que vi Brasil, a fora não existe mais pandemia. Milhares de pessoas aglomeradas nesse 7 de setembro sem uso de máscaras e etc. Aí pode né? Só no futebol q não.🤡

Há sei, a pandemia só existe no futebol.

Você tá certíssimo.👏👏👏",quantas mortes pelo que brasil fora não existe mais pandemia milhares pessoas aglomeradas nesse setembro sem uso máscaras etc pode futebol não sei pandemia existe futebol você certíssimo,-1
1435691233511452679,"Tá ficando caro o aluguel do Maracanã? Joguem na Gávea, esperem a pandemia acabar porra https://t.co/74Mfbtu3dY",ficando caro aluguel maracanã joguem gávea esperem pandemia acabar porra,-1
1435691219770871808,@RaiqueTavares2 A questão é pq só daqui a 3 semanas? A pandemia não vai ter acabado até lá,questão daqui semanas pandemia não vai ter acabado até,-1
1435691216121864193,@ThalesVasconce3 @wtfTcharlles @futebol_info @geglobo No início da pandemia fez sim,início pandemia fez sim,0
1435691182458298371,Tanto a China como os EUA estavam brincando com vírus perigosos e trocando informações sobre suas descobertas na véspera da pandemia. Quelle surprise... https://t.co/vcCxbBQcql,tanto china como eua estavam brincando com vírus perigosos trocando informações sobre suas descobertas véspera pandemia quelle surprise,-1
1435691162216587266,"Achei que ia passar a pandemia sem fazer o teste, acabei fazendo e é horrível gente. ( O do cotonete) mas deu negativo então tá bom",achei que passar pandemia sem fazer teste acabei fazendo horrível gente cotonete mas deu negativo então bom,-1
1435691148509597702,"Só queria dormir sem preocupações sem pensar q tenho q fazer coisas pra faculdade, que tenho q trabalhar direito, que o país tá uma merda, que a pandemia n acaba nunca... Só queria dormir sem ter q lembrar q tenho responsabilidades",queria dormir sem preocupações sem pensar tenho fazer coisas pra faculdade que tenho trabalhar direito que país uma merda que pandemia acaba nunca queria dormir sem ter lembrar tenho responsabilidades,4
1435691136912330752,"#DomingoForaBolsonaro 

2- Omissão, má gestão e fomento à desobediência civil durante a pandemia, que resultaram em um elevado número de mortes:

O Presidente usou de seu poder como líder do Executivo para propagar informações falsas e com alto teor negacionista. +",omissão gestão fomento desobediência civil durante pandemia que resultaram elevado número mortes presidente usou seu poder como líder executivo para propagar informações falsas com alto teor negacionista,-3
1435691118138695686,"@JohnVenturamkt @pqplucaxxx @lucas_estevam92 @SporTV Sobre a questão público nos estádios, eu sou totalmente contra ainda. Não é porque as pessoas estao banduleirando no meio do mundo que tem que avacalhar ainda mais o que ja está. A pandemia nao acabou, mas ja fecharam os olhos achando que sim",sobre questão público nos estádios sou totalmente contra ainda não porque pessoas estao banduleirando meio mundo que tem que avacalhar ainda mais que está pandemia nao acabou mas fecharam olhos achando que sim,0
1435691101780942851,"@GilmarSilvaB @VigilanteBolso1 @PMESP Minha melhor amiga é de lá,fui madrinha de casamento dela, por isto ficamos 3 semanas. Tradição bem diferente da https://t.co/Ps1oM6EAYK at night, é muito bom. Bares super cool. Minha filha esta com data marcada para ir e ficar 1 mês(se a pandemia deixar).É o país preferido dela.",minha melhor amiga fui madrinha casamento dela por isto ficamos semanas tradição bem diferente night muito bom bares super cool minha filha esta com data marcada para ficar mês pandemia deixar país preferido dela,8
1435691064250228744,"@andreapdavida @Contextogeo Os operadores da guerra híbrida gostam da sombra, a pandemia fez com que esses atores(milicos) saíssem das sombras e atuassem diretamente no combate à pandemia inclusive com um General da ativa no Ministério da Saúde",operadores guerra híbrida gostam sombra pandemia fez com que esses atores milicos saíssem das sombras atuassem diretamente combate pandemia inclusive com general ativa ministério saúde,0
1435691043081568256,"O bom de ser um influencier de internet, milionário, é que vc pode viajar pra Maldivas três vezes em menos de 1 ano. Fora Dubai, Disney e várias cidades brasileiras. Tudo isso desde que começou a pandemia...😎",bom ser influencier internet milionário que pode viajar pra maldivas três vezes menos ano fora dubai disney várias cidades brasileiras tudo isso desde que começou pandemia,2
